5500 22
9500 48
10000 48
13000 70
13500 73
13000 70
13000 70
14000 76
14000 76
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
14000 76
13500 73
13500 73
13000 70
13000 70
13500 73
3500 8
3000 7
3000 7
9000 45
9000 45
9000 45
11000 57
4200 15
8000 39
9000 45
9000 45
9000 45
9000 45
9000 45
3500 8
9000 45
9500 48
9000 47
4000 13
6000 26
3200 6
5000 20
8000 39
9000 45
9000 45
5200 21
5500 24
7500 35
10000 51
8000 40
8000 39
10000 50
4200 3
3200 7
3200 6
8000 39
8500 26
8000 39
5500 23
7500 35
8500 42
8500 42
8000 39
8500 42
4500 15
8000 40
9500 49
9000 45
9000 47
10000 51
10000 51
10500 2
8000 29
6000 26
9000 45
10000 51
9000 42
9000 45
9000 45
3200 7
9000 43
12500 67
13000 70
13000 70
13000 70
13000 70
13000 70
13000 70
13000 70
8000 39
8000 39
13200 71
13000 70
13000 70
13500 73
13500 73
13500 73
13500 73
13500 73
12500 67
5000 20
15000 83
13500 73
13000 70
12500 67
8000 39
9500 48
11000 57
13500 73
10000 51
5500 23
8000 39
8000 39
10000 51
4000 14
8000 39
8500 42
7500 32
9500 48
9000 45
9000 45
10000 51
10000 51
10000 51
11000 57
9500 48
8500 42
10000 51
9000 45
6000 26
9000 45
9000 45
9000 45
9000 45
9000 45
7500 35
6500 29
6000 26
6000 26
9500 48
5500 23
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 70
9000 17
9500 48
9000 45
9000 45
3200 7
7500 35
3200 7
9000 45
13500 73
13500 73
13500 73
10500 54
9500 48
4500 14
11500 61
10000 51
9000 45
10500 54
10500 54
5500 24
3200 0
11000 58
10000 51
8000 39
10500 54
9000 45
9500 2
9000 2
10000 2
10500 54
4500 2
9000 2
13000 70
13000 70
9000 2
13500 73
6000 26
10000 51
9500 48
10000 51
10500 54
5000 20
4000 13
10500 54
11000 57
10500 54
10000 51
10000 51
10500 54
13700 74
13000 70
13500 73
14000 76
10000 57
4000 13
2000 2
9500 48
3200 8
9000 45
3200 7
4500 16
5000 16
3500 10
4500 20
12500 67
13000 70
12500 67
13500 73
12500 67
13000 70
13000 70
13000 70
13000 70
13000 70
13000 70
13000 70
13000 70
13000 70
13000 70
13000 70
3500 8
9000 45
10000 51
2000 2
9000 45
3200 7
9000 45
11000 54
10500 54
7500 35
6500 30
11000 54
8500 42
4000 13
10000 51
5000 23
10000 51
10000 51
3500 10
3200 8
8000 39
9500 48
10000 51
10000 51
11000 51
5500 23
8000 39
5500 23
8500 42
9500 48
5000 16
7000 32
5000 15
8000 39
7500 35
3000 10
4500 16
6500 28
10500 54
8000 39
7500 35
2200 3
2500 3
3200 9
11000 57
10000 51
9000 45
10000 51
5000 16
3500 8
3200 5
13500 73
11500 61
10000 51
13500 73
13500 73
5200 21
5000 20
9000 45
11000 57
9000 45
13500 73
13500 73
9000 45
13500 73
13500 73
13500 73
5000 13
10000 51
9000 45
10000 51
13500 73
11000 60
13500 73
14000 76
14000 76
10000 51
11500 61
6500 29
13500 73
13500 73
13500 22
13500 73
13500 73
13500 73
10000 51
9000 45
9000 45
10000 51
7000 32
3200 7
3200 7
9000 47
13500 73
13500 73
13500 73
13500 73
13500 73
12500 67
12500 67
12500 67
12500 64
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
14000 76
15000 83
13500 73
13500 73
13500 73
13500 73
13500 73
13500 77
13500 76
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
14000 76
13500 73
13500 73
13500 73
13500 73
13500 73
12500 67
13000 70
13000 70
12500 67
5000 23
10000 52
7500 35
10000 51
10000 51
11000 57
7000 33
7000 32
9000 45
9000 45
9000 45
11000 57
3500 12
11000 57
9000 45
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
2000 2
3500 10
3500 10
5000 2
9000 45
9000 45
9500 45
11000 57
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
8200 40
9000 45
10500 54
3200 4
3200 5
14000 76
14500 80
16000 90
14000 76
14000 76
14000 76
13500 73
13500 73
13500 73
14500 80
13000 70
14500 80
14000 80
14000 76
14000 76
14000 80
14000 80
13500 76
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
14000 80
14000 80
14000 80
14000 80
14000 80
14000 80
14000 80
14000 80
14000 80
14000 80
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 73
13500 73
13500 73
13500 73
13500 76
13500 76
13500 76
13500 76
13500 76
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
12500 67
12500 67
12500 67
12500 67
12500 67
12500 67
10000 54
10000 54
10000 54
10000 54
10000 54
10000 54
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 73
13500 73
13500 73
13500 73
8000 2
4000 -1
10000 -1
15000 83
15500 86
14000 78
14000 78
14000 78
14000 78
14000 78
14000 78
13500 73
13500 73
8000 2
8000 2
11000 -1
13000 -1
8000 2
10000 -1
10000 -1
13500 73
13500 73
13500 73
13500 -1
13500 -1
13500 -1
2500 4
10000 -1
6000 -1
10000 51
13500 -1
13500 -6000
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
3000 -1
10000 -1
10000 -1
8000 -1
10000 -1
10000 -1
13500 -1
13500 -1
13500 -1
10000 -1
10000 -1
10000 2
10000 -1
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
10500 -1
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 73
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
10000 54
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
11000 60
5000 23
5500 26
7500 38
10000 54
13500 76
13500 76
13500 76
13500 76
13500 76
5000 23
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
4500 19
13500 76
13500 76
13500 76
8500 45
13500 74
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 79
13500 76
13500 76
7000 35
13500 76
13500 76
13500 76
10000 57
10000 54
10000 54
5000 23
11000 60
11000 60
11000 60
10000 54
11500 64
10000 54
8000 41
14000 78
14000 78
14000 78
14000 79
14000 79
14000 79
13500 76
13500 76
13500 76
5000 23
5000 23
13500 76
13500 76
11000 60
14000 79
9000 48
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
15000 86
15000 86
13500 76
13500 76
11000 60
12000 67
6000 29
10000 54
11000 60
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
7000 35
5000 23
9000 48
9000 48
13500 76
13500 76
13500 76
13500 76
13500 76
12000 67
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
9000 48
13500 76
4500 19
5500 26
5500 26
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
6000 29
13500 76
13500 76
13500 76
10000 48
8000 -1
11000 -1
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
13500 76
9000 47
13500 76
13500 76
13500 76
13500 76
11500 62
10500 56
13500 76
13500 76
13500 76
13500 76
13500 72
13500 72
13500 76
16500 90
9500 52
5000 15
13500 73
13500 73
15000 85
15000 82
15000 82
15000 82
14000 78
14000 78
14000 76
14500 82
14000 76
14000 76
14000 76
13500 72
13500 72
13500 72
13500 72
13500 72
13500 72
13500 76
15000 82
15000 82
15000 82
15000 82
15000 82
13500 76
15000 83
13500 72
14000 76
13500 73
13500 76
13500 76
4500 16
13500 73
13500 76
14000 76
13500 73
13500 70
13500 70
13500 73
13500 73
13500 73
13000 73
13500 73
13500 76
13500 76
13500 73
13500 76
13500 73
13500 73
13500 73
10500 58
9500 52
11500 -1
10500 -1
13000 73
13000 70
13500 73
13000 70
11500 -1
10500 -1
13500 -1
13500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
11000 -1
2500 4
12500 -1
9000 -1
10500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
8100 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
6000 -1
13000 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
14000 -1
12500 -1
12500 -1
11000 -1
11000 -1
12500 -1
13500 -1
12500 -1
12500 -1
10500 -1
12500 -1
12500 -1
11500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
10500 -1
11000 -1
11500 -1
13000 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
12500 -1
10500 -1
10500 -1
12500 -1
12500 -1
12500 -1
12500 -1
13500 -1
13500 -1
13000 -1
0 0
